region,subregion,country,area,country_area,date,confirmed_cases,deaths,recovered,population,lat,long,lat_long_flag,pop_flag,active,confirmed_cases_rate,deaths_rate,recovered_rate,active_rate,C_xs_T,devt_time
Europe,Western Europe,Austria,,Austria,05/03/2020,41,0,0,9.006400,47.5162,14.5501,1,1,41,4.552318351,0.000000000,0.000000000,1.000000000,0,-1 
Europe,Western Europe,Austria,,Austria,06/03/2020,55,0,0,9.006400,47.5162,14.5501,1,1,55,6.106768520,0.000000000,0.000000000,1.000000000,1,0 
Europe,Western Europe,Austria,,Austria,07/03/2020,79,0,0,9.006400,47.5162,14.5501,1,1,79,8.771540238,0.000000000,0.000000000,1.000000000,1,1 
Europe,Western Europe,Austria,,Austria,08/03/2020,104,0,0,9.006400,47.5162,14.5501,1,1,104,11.547344111,0.000000000,0.000000000,1.000000000,1,2 
Europe,Western Europe,Austria,,Austria,09/03/2020,131,0,2,9.006400,47.5162,14.5501,1,1,129,14.545212293,0.000000000,0.015267176,0.984732824,1,3 
Europe,Western Europe,Austria,,Austria,10/03/2020,182,0,4,9.006400,47.5162,14.5501,1,1,178,20.207852194,0.000000000,0.021978022,0.978021978,1,4 
Europe,Western Europe,Austria,,Austria,11/03/2020,246,0,4,9.006400,47.5162,14.5501,1,1,242,27.313910108,0.000000000,0.016260163,0.983739837,1,5 
Europe,Western Europe,Austria,,Austria,12/03/2020,361,1,4,9.006400,47.5162,14.5501,1,1,356,40.082607923,0.002770083,0.011080332,0.986149584,1,6 
Europe,Western Europe,Austria,,Austria,13/03/2020,504,1,6,9.006400,47.5162,14.5501,1,1,497,55.960206076,0.001984127,0.011904762,0.986111111,1,7 
Europe,Western Europe,Austria,,Austria,14/03/2020,655,1,6,9.006400,47.5162,14.5501,1,1,648,72.726061467,0.001526718,0.009160305,0.989312977,1,8 
Europe,Western Europe,Austria,,Austria,15/03/2020,860,1,6,9.006400,47.5162,14.5501,1,1,853,95.487653224,0.001162791,0.006976744,0.991860465,1,9 
Europe,Western Europe,Austria,,Austria,16/03/2020,1018,3,6,9.006400,47.5162,14.5501,1,1,1009,113.030733700,0.002946955,0.005893910,0.991159136,1,10 
Europe,Western Europe,Austria,,Austria,17/03/2020,1332,3,1,9.006400,47.5162,14.5501,1,1,1328,147.894830343,0.002252252,0.000750751,0.996996997,1,11 
Europe,Western Europe,Austria,,Austria,18/03/2020,1646,4,9,9.006400,47.5162,14.5501,1,1,1633,182.758926985,0.002430134,0.005467801,0.992102066,1,12 
Europe,Western Europe,Austria,,Austria,19/03/2020,2013,6,9,9.006400,47.5162,14.5501,1,1,1998,223.507727838,0.002980626,0.004470939,0.992548435,1,13 
Europe,Western Europe,Austria,,Austria,20/03/2020,2388,6,9,9.006400,47.5162,14.5501,1,1,2373,265.144785930,0.002512563,0.003768844,0.993718593,1,14 
Europe,Western Europe,Austria,,Austria,21/03/2020,2814,8,9,9.006400,47.5162,14.5501,1,1,2797,312.444483923,0.002842928,0.003198294,0.993958778,1,15 
Europe,Western Europe,Austria,,Austria,22/03/2020,3580,16,9,9.006400,47.5162,14.5501,1,1,3555,397.495114585,0.004469274,0.002513966,0.993016760,1,16 
Europe,Western Europe,Austria,,Austria,23/03/2020,4474,21,9,9.006400,47.5162,14.5501,1,1,4444,496.757861077,0.004693786,0.002011623,0.993294591,1,17 
Europe,Western Europe,Austria,,Austria,24/03/2020,5283,28,9,9.006400,47.5162,14.5501,1,1,5246,586.582874400,0.005300019,0.001703578,0.992996404,1,18 
Europe,Western Europe,Austria,,Austria,25/03/2020,5588,30,9,9.006400,47.5162,14.5501,1,1,5549,620.447681649,0.005368647,0.001610594,0.993020759,1,19 
Europe,Western Europe,Austria,,Austria,26/03/2020,6909,49,112,9.006400,47.5162,14.5501,1,1,6748,767.121158287,0.007092199,0.016210740,0.976697062,1,20 
Europe,Western Europe,Austria,,Austria,27/03/2020,7657,58,225,9.006400,47.5162,14.5501,1,1,7374,850.173210162,0.007574768,0.029384877,0.963040355,1,21 
Europe,Western Europe,Austria,,Austria,28/03/2020,8271,68,225,9.006400,47.5162,14.5501,1,1,7978,918.346953278,0.008221497,0.027203482,0.964575021,1,22 
Europe,Western Europe,Austria,,Austria,29/03/2020,8788,86,479,9.006400,47.5162,14.5501,1,1,8223,975.750577367,0.009786072,0.054506145,0.935707783,1,23 
Europe,Western Europe,Austria,,Austria,30/03/2020,9618,108,636,9.006400,47.5162,14.5501,1,1,8874,1067.907265944,0.011228946,0.066126014,0.922645041,1,24 
Europe,Western Europe,Austria,,Austria,31/03/2020,10180,128,1095,9.006400,47.5162,14.5501,1,1,8957,1130.307337005,0.012573674,0.107563851,0.879862475,1,25 
Europe,Western Europe,Austria,,Austria,01/04/2020,10711,146,1436,9.006400,47.5162,14.5501,1,1,9129,1189.265411263,0.013630847,0.134067781,0.852301372,1,26 
Europe,Western Europe,Austria,,Austria,02/04/2020,11129,158,1749,9.006400,47.5162,14.5501,1,1,9222,1235.676852016,0.014197143,0.157156977,0.828645880,1,27 
Europe,Western Europe,Austria,,Austria,03/04/2020,11524,168,2022,9.006400,47.5162,14.5501,1,1,9334,1279.534553207,0.014578271,0.175459910,0.809961819,1,28 
Europe,Western Europe,Austria,,Austria,04/04/2020,11781,186,2507,9.006400,47.5162,14.5501,1,1,9088,1308.069817019,0.015788133,0.212800272,0.771411595,1,29 
Europe,Western Europe,Austria,,Austria,05/04/2020,12051,204,2998,9.006400,47.5162,14.5501,1,1,8849,1338.048498845,0.016928056,0.248776035,0.734295909,1,30 
Europe,Western Europe,Austria,,Austria,06/04/2020,12297,220,3463,9.006400,47.5162,14.5501,1,1,8614,1365.362408954,0.017890542,0.281613402,0.700496056,1,31 
Europe,Western Europe,Austria,,Austria,07/04/2020,12639,243,4046,9.006400,47.5162,14.5501,1,1,8350,1403.335405934,0.019226205,0.320120263,0.660653533,1,32 
Europe,Western Europe,Austria,,Austria,08/04/2020,12942,273,4512,9.006400,47.5162,14.5501,1,1,8157,1436.978148872,0.021094112,0.348632360,0.630273528,1,33 
Europe,Western Europe,Austria,,Austria,09/04/2020,13244,295,5240,9.006400,47.5162,14.5501,1,1,7709,1470.509859655,0.022274237,0.395650861,0.582074902,1,34 
Europe,Western Europe,Austria,,Austria,10/04/2020,13555,319,6064,9.006400,47.5162,14.5501,1,1,7172,1505.040859833,0.023533751,0.447362597,0.529103652,1,35 
Europe,Western Europe,Austria,,Austria,11/04/2020,13806,337,6604,9.006400,47.5162,14.5501,1,1,6865,1532.909930716,0.024409677,0.478342750,0.497247574,1,36 
Europe,Western Europe,Austria,,Austria,12/04/2020,13945,350,6987,9.006400,47.5162,14.5501,1,1,6608,1548.343400249,0.025098602,0.501039799,0.473861599,1,37 
Europe,Western Europe,Austria,,Austria,13/04/2020,14041,368,7343,9.006400,47.5162,14.5501,1,1,6330,1559.002487120,0.026208959,0.522968450,0.450822591,1,38 
Europe,Western Europe,Austria,,Austria,14/04/2020,14226,384,7633,9.006400,47.5162,14.5501,1,1,6209,1579.543435779,0.026992830,0.536552791,0.436454379,1,39 
Europe,Western Europe,Austria,,Austria,15/04/2020,14336,393,8098,9.006400,47.5162,14.5501,1,1,5845,1591.756972819,0.027413504,0.564871652,0.407714844,1,40 
Europe,Western Europe,Austria,,Austria,16/04/2020,14476,410,8986,9.006400,47.5162,14.5501,1,1,5080,1607.301474507,0.028322741,0.620751589,0.350925670,1,41 
Europe,Western Europe,Austria,,Austria,17/04/2020,14595,431,9704,9.006400,47.5162,14.5501,1,1,4460,1620.514300942,0.029530661,0.664885235,0.305584104,1,42 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,28/02/2020,1,0,0,10.139175,40.1431,47.5769,1,1,1,0.098627354,0.000000000,0.000000000,1.000000000,0,-22 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,01/03/2020,3,0,0,10.139175,40.1431,47.5769,1,1,3,0.295882061,0.000000000,0.000000000,1.000000000,0,-20 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,02/03/2020,3,0,0,10.139175,40.1431,47.5769,1,1,3,0.295882061,0.000000000,0.000000000,1.000000000,0,-19 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,03/03/2020,3,0,0,10.139175,40.1431,47.5769,1,1,3,0.295882061,0.000000000,0.000000000,1.000000000,0,-18 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,04/03/2020,3,0,0,10.139175,40.1431,47.5769,1,1,3,0.295882061,0.000000000,0.000000000,1.000000000,0,-17 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,05/03/2020,6,0,0,10.139175,40.1431,47.5769,1,1,6,0.591764123,0.000000000,0.000000000,1.000000000,0,-16 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,06/03/2020,6,0,0,10.139175,40.1431,47.5769,1,1,6,0.591764123,0.000000000,0.000000000,1.000000000,0,-15 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,07/03/2020,9,0,0,10.139175,40.1431,47.5769,1,1,9,0.887646184,0.000000000,0.000000000,1.000000000,0,-14 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,08/03/2020,9,0,0,10.139175,40.1431,47.5769,1,1,9,0.887646184,0.000000000,0.000000000,1.000000000,0,-13 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,09/03/2020,9,0,0,10.139175,40.1431,47.5769,1,1,9,0.887646184,0.000000000,0.000000000,1.000000000,0,-12 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,10/03/2020,11,0,0,10.139175,40.1431,47.5769,1,1,11,1.084900892,0.000000000,0.000000000,1.000000000,0,-11 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,11/03/2020,11,0,3,10.139175,40.1431,47.5769,1,1,8,1.084900892,0.000000000,0.272727273,0.727272727,0,-10 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,12/03/2020,11,0,3,10.139175,40.1431,47.5769,1,1,8,1.084900892,0.000000000,0.272727273,0.727272727,0,-9 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,13/03/2020,15,1,3,10.139175,40.1431,47.5769,1,1,11,1.479410307,0.066666667,0.200000000,0.733333333,0,-8 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,14/03/2020,15,1,3,10.139175,40.1431,47.5769,1,1,11,1.479410307,0.066666667,0.200000000,0.733333333,0,-7 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,15/03/2020,23,1,6,10.139175,40.1431,47.5769,1,1,16,2.268429137,0.043478261,0.260869565,0.695652174,0,-6 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,16/03/2020,15,1,6,10.139175,40.1431,47.5769,1,1,8,1.479410307,0.066666667,0.400000000,0.533333333,0,-5 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,17/03/2020,28,1,6,10.139175,40.1431,47.5769,1,1,21,2.761565906,0.035714286,0.214285714,0.750000000,0,-4 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,18/03/2020,28,1,6,10.139175,40.1431,47.5769,1,1,21,2.761565906,0.035714286,0.214285714,0.750000000,0,-3 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,19/03/2020,44,1,6,10.139175,40.1431,47.5769,1,1,37,4.339603567,0.022727273,0.136363636,0.840909091,0,-2 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,20/03/2020,44,1,6,10.139175,40.1431,47.5769,1,1,37,4.339603567,0.022727273,0.136363636,0.840909091,0,-1 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,21/03/2020,53,1,11,10.139175,40.1431,47.5769,1,1,41,5.227249752,0.018867925,0.207547170,0.773584906,1,0 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,22/03/2020,65,1,11,10.139175,40.1431,47.5769,1,1,53,6.410777997,0.015384615,0.169230769,0.815384615,1,1 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,23/03/2020,72,1,10,10.139175,40.1431,47.5769,1,1,61,7.101169474,0.013888889,0.138888889,0.847222222,1,2 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,24/03/2020,87,1,10,10.139175,40.1431,47.5769,1,1,76,8.580579781,0.011494253,0.114942529,0.873563218,1,3 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,25/03/2020,93,2,10,10.139175,40.1431,47.5769,1,1,81,9.172343904,0.021505376,0.107526882,0.870967742,1,4 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,26/03/2020,122,3,15,10.139175,40.1431,47.5769,1,1,104,12.032537164,0.024590164,0.122950820,0.852459016,1,5 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,27/03/2020,165,3,15,10.139175,40.1431,47.5769,1,1,147,16.273513378,0.018181818,0.090909091,0.890909091,1,6 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,28/03/2020,182,4,15,10.139175,40.1431,47.5769,1,1,163,17.950178392,0.021978022,0.082417582,0.895604396,1,7 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,29/03/2020,209,4,15,10.139175,40.1431,47.5769,1,1,190,20.613116945,0.019138756,0.071770335,0.909090909,1,8 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,30/03/2020,273,4,26,10.139175,40.1431,47.5769,1,1,243,26.925267588,0.014652015,0.095238095,0.890109890,1,9 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,31/03/2020,298,5,26,10.139175,40.1431,47.5769,1,1,267,29.390951433,0.016778523,0.087248322,0.895973154,1,10 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,01/04/2020,359,5,26,10.139175,40.1431,47.5769,1,1,328,35.407220015,0.013927577,0.072423398,0.913649025,1,11 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,02/04/2020,400,5,26,10.139175,40.1431,47.5769,1,1,369,39.450941521,0.012500000,0.065000000,0.922500000,1,12 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,03/04/2020,443,5,32,10.139175,40.1431,47.5769,1,1,406,43.691917735,0.011286682,0.072234763,0.916478555,1,13 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,04/04/2020,521,5,32,10.139175,40.1431,47.5769,1,1,484,51.384851332,0.009596929,0.061420345,0.928982726,1,14 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,05/04/2020,584,7,32,10.139175,40.1431,47.5769,1,1,545,57.598374621,0.011986301,0.054794521,0.933219178,1,15 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,06/04/2020,641,7,44,10.139175,40.1431,47.5769,1,1,590,63.220133788,0.010920437,0.068642746,0.920436817,1,16 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,07/04/2020,717,8,44,10.139175,40.1431,47.5769,1,1,665,70.715812677,0.011157601,0.061366806,0.927475593,1,17 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,08/04/2020,822,8,63,10.139175,40.1431,47.5769,1,1,751,81.071684826,0.009732360,0.076642336,0.913625304,1,18 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,09/04/2020,926,9,101,10.139175,40.1431,47.5769,1,1,816,91.328929622,0.009719222,0.109071274,0.881209503,1,19 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,10/04/2020,991,10,159,10.139175,40.1431,47.5769,1,1,822,97.739707619,0.010090817,0.160443996,0.829465187,1,20 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,11/04/2020,1058,11,200,10.139175,40.1431,47.5769,1,1,847,104.347740324,0.010396975,0.189035917,0.800567108,1,21 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,12/04/2020,1098,11,250,10.139175,40.1431,47.5769,1,1,837,108.292834476,0.010018215,0.227686703,0.762295082,1,22 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,13/04/2020,1148,12,289,10.139175,40.1431,47.5769,1,1,847,113.224202166,0.010452962,0.251742160,0.737804878,1,23 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,14/04/2020,1197,13,351,10.139175,40.1431,47.5769,1,1,833,118.056942503,0.010860485,0.293233083,0.695906433,1,24 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,15/04/2020,1253,13,404,10.139175,40.1431,47.5769,1,1,836,123.580074316,0.010375100,0.322426177,0.667198723,1,25 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,16/04/2020,1283,15,460,10.139175,40.1431,47.5769,1,1,808,126.538894930,0.011691348,0.358534684,0.629773967,1,26 
Northern Africa And Western Asia,Western Asia,Azerbaijan,,Azerbaijan,17/04/2020,1340,15,528,10.139175,40.1431,47.5769,1,1,797,132.160654097,0.011194030,0.394029851,0.594776119,1,27 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,16/03/2020,1,0,0,0.393248,25.025885,-78.035889,1,1,1,2.542924567,0.000000000,0.000000000,1.000000000,0,-3 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,17/03/2020,1,0,0,0.393248,25.025885,-78.035889,1,1,1,2.542924567,0.000000000,0.000000000,1.000000000,0,-2 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,18/03/2020,1,0,0,0.393248,25.025885,-78.035889,1,1,1,2.542924567,0.000000000,0.000000000,1.000000000,0,-1 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,19/03/2020,3,0,0,0.393248,25.025885,-78.035889,1,1,3,7.628773700,0.000000000,0.000000000,1.000000000,1,0 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,20/03/2020,3,0,0,0.393248,25.025885,-78.035889,1,1,3,7.628773700,0.000000000,0.000000000,1.000000000,1,1 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,21/03/2020,4,0,0,0.393248,25.025885,-78.035889,1,1,4,10.171698267,0.000000000,0.000000000,1.000000000,1,2 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,22/03/2020,4,0,0,0.393248,25.025885,-78.035889,1,1,4,10.171698267,0.000000000,0.000000000,1.000000000,1,3 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,23/03/2020,4,0,0,0.393248,25.025885,-78.035889,1,1,4,10.171698267,0.000000000,0.000000000,1.000000000,1,4 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,24/03/2020,5,0,1,0.393248,25.025885,-78.035889,1,1,4,12.714622833,0.000000000,0.200000000,0.800000000,1,5 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,25/03/2020,5,0,1,0.393248,25.025885,-78.035889,1,1,4,12.714622833,0.000000000,0.200000000,0.800000000,1,6 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,26/03/2020,9,0,1,0.393248,25.025885,-78.035889,1,1,8,22.886321100,0.000000000,0.111111111,0.888888889,1,7 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,27/03/2020,10,0,1,0.393248,25.025885,-78.035889,1,1,9,25.429245667,0.000000000,0.100000000,0.900000000,1,8 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,28/03/2020,10,0,1,0.393248,25.025885,-78.035889,1,1,9,25.429245667,0.000000000,0.100000000,0.900000000,1,9 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,29/03/2020,11,0,1,0.393248,25.025885,-78.035889,1,1,10,27.972170234,0.000000000,0.090909091,0.909090909,1,10 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,30/03/2020,14,0,1,0.393248,25.025885,-78.035889,1,1,13,35.600943934,0.000000000,0.071428571,0.928571429,1,11 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,31/03/2020,14,0,1,0.393248,25.025885,-78.035889,1,1,13,35.600943934,0.000000000,0.071428571,0.928571429,1,12 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,01/04/2020,21,1,1,0.393248,25.025885,-78.035889,1,1,19,53.401415900,0.047619048,0.047619048,0.904761905,1,13 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,02/04/2020,24,1,1,0.393248,25.025885,-78.035889,1,1,22,61.030189600,0.041666667,0.041666667,0.916666667,1,14 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,03/04/2020,24,1,1,0.393248,25.025885,-78.035889,1,1,22,61.030189600,0.041666667,0.041666667,0.916666667,1,15 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,04/04/2020,28,4,0,0.393248,25.025885,-78.035889,1,1,24,71.201887867,0.142857143,0.000000000,0.857142857,1,16 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,05/04/2020,28,4,0,0.393248,25.025885,-78.035889,1,1,24,71.201887867,0.142857143,0.000000000,0.857142857,1,17 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,06/04/2020,29,5,4,0.393248,25.025885,-78.035889,1,1,20,73.744812434,0.172413793,0.137931034,0.689655172,1,18 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,07/04/2020,33,6,5,0.393248,25.025885,-78.035889,1,1,22,83.916510701,0.181818182,0.151515152,0.666666667,1,19 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,08/04/2020,40,7,5,0.393248,25.025885,-78.035889,1,1,28,101.716982667,0.175000000,0.125000000,0.700000000,1,20 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,09/04/2020,41,8,5,0.393248,25.025885,-78.035889,1,1,28,104.259907234,0.195121951,0.121951220,0.682926829,1,21 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,10/04/2020,42,8,5,0.393248,25.025885,-78.035889,1,1,29,106.802831801,0.190476190,0.119047619,0.690476190,1,22 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,11/04/2020,46,8,5,0.393248,25.025885,-78.035889,1,1,33,116.974530068,0.173913043,0.108695652,0.717391304,1,23 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,12/04/2020,46,8,5,0.393248,25.025885,-78.035889,1,1,33,116.974530068,0.173913043,0.108695652,0.717391304,1,24 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,13/04/2020,47,8,6,0.393248,25.025885,-78.035889,1,1,33,119.517454634,0.170212766,0.127659574,0.702127660,1,25 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,14/04/2020,49,8,6,0.393248,25.025885,-78.035889,1,1,35,124.603303768,0.163265306,0.122448980,0.714285714,1,26 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,15/04/2020,49,8,6,0.393248,25.025885,-78.035889,1,1,35,124.603303768,0.163265306,0.122448980,0.714285714,1,27 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,16/04/2020,53,8,6,0.393248,25.025885,-78.035889,1,1,39,134.775002034,0.150943396,0.113207547,0.735849057,1,28 
Latin America And The Caribbean,Caribbean,Bahamas,,Bahamas,17/04/2020,54,9,6,0.393248,25.025885,-78.035889,1,1,39,137.317926601,0.166666667,0.111111111,0.722222222,1,29 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,24/02/2020,1,0,0,1.701583,26.0275,50.55,1,1,1,0.587688053,0.000000000,0.000000000,1.000000000,0,-1 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,25/02/2020,23,0,0,1.701583,26.0275,50.55,1,1,23,13.516825215,0.000000000,0.000000000,1.000000000,1,0 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,26/02/2020,33,0,0,1.701583,26.0275,50.55,1,1,33,19.393705743,0.000000000,0.000000000,1.000000000,1,1 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,27/02/2020,33,0,0,1.701583,26.0275,50.55,1,1,33,19.393705743,0.000000000,0.000000000,1.000000000,1,2 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,28/02/2020,36,0,0,1.701583,26.0275,50.55,1,1,36,21.156769902,0.000000000,0.000000000,1.000000000,1,3 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,29/02/2020,41,0,0,1.701583,26.0275,50.55,1,1,41,24.095210166,0.000000000,0.000000000,1.000000000,1,4 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,01/03/2020,47,0,0,1.701583,26.0275,50.55,1,1,47,27.621338483,0.000000000,0.000000000,1.000000000,1,5 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,02/03/2020,49,0,0,1.701583,26.0275,50.55,1,1,49,28.796714589,0.000000000,0.000000000,1.000000000,1,6 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,03/03/2020,49,0,0,1.701583,26.0275,50.55,1,1,49,28.796714589,0.000000000,0.000000000,1.000000000,1,7 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,04/03/2020,52,0,0,1.701583,26.0275,50.55,1,1,52,30.559778747,0.000000000,0.000000000,1.000000000,1,8 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,05/03/2020,55,0,0,1.701583,26.0275,50.55,1,1,55,32.322842906,0.000000000,0.000000000,1.000000000,1,9 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,06/03/2020,60,0,4,1.701583,26.0275,50.55,1,1,56,35.261283170,0.000000000,0.066666667,0.933333333,1,10 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,07/03/2020,85,0,4,1.701583,26.0275,50.55,1,1,81,49.953484491,0.000000000,0.047058824,0.952941176,1,11 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,08/03/2020,85,0,4,1.701583,26.0275,50.55,1,1,81,49.953484491,0.000000000,0.047058824,0.952941176,1,12 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,09/03/2020,95,0,14,1.701583,26.0275,50.55,1,1,81,55.830365019,0.000000000,0.147368421,0.852631579,1,13 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,10/03/2020,110,0,22,1.701583,26.0275,50.55,1,1,88,64.645685811,0.000000000,0.200000000,0.800000000,1,14 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,11/03/2020,195,0,35,1.701583,26.0275,50.55,1,1,160,114.599170302,0.000000000,0.179487179,0.820512821,1,15 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,12/03/2020,195,0,35,1.701583,26.0275,50.55,1,1,160,114.599170302,0.000000000,0.179487179,0.820512821,1,16 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,13/03/2020,189,0,44,1.701583,26.0275,50.55,1,1,145,111.073041985,0.000000000,0.232804233,0.767195767,1,17 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,14/03/2020,210,0,44,1.701583,26.0275,50.55,1,1,166,123.414491094,0.000000000,0.209523810,0.790476190,1,18 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,15/03/2020,214,0,60,1.701583,26.0275,50.55,1,1,154,125.765243306,0.000000000,0.280373832,0.719626168,1,19 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,16/03/2020,214,1,77,1.701583,26.0275,50.55,1,1,136,125.765243306,0.004672897,0.359813084,0.635514019,1,20 
Northern Africa And Western Asia,Western Asia,Bahrain,,Bahrain,17/03/2020,228,1,81,1.701583,26.0275,50.55,1,1,146,133.992876045,0.004385965,0.355263158,0.640350877,1,21 
