region,subregion,country,area,country_area,date,confirmed_cases,deaths,recovered,population,lat,long,lat_long_flag,pop_flag,active,confirmed_cases_rate,deaths_rate,recovered_rate,active_rate,C_xs_T,devt_time
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,24/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-37 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,25/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-36 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,26/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-35 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,27/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-34 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,28/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-33 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,29/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-32 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,01/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-31 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,02/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-30 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,03/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-29 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,04/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-28 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,05/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-27 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,06/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-26 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,07/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-25 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,08/03/2020,4,0,0,38.928341,33.93911,67.709953,1,1,4,0.102752902,0.000000000,0.000000000,1.000000000,0,-24 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,09/03/2020,4,0,0,38.928341,33.93911,67.709953,1,1,4,0.102752902,0.000000000,0.000000000,1.000000000,0,-23 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,10/03/2020,5,0,0,38.928341,33.93911,67.709953,1,1,5,0.128441127,0.000000000,0.000000000,1.000000000,0,-22 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,11/03/2020,7,0,0,38.928341,33.93911,67.709953,1,1,7,0.179817578,0.000000000,0.000000000,1.000000000,0,-21 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,12/03/2020,7,0,0,38.928341,33.93911,67.709953,1,1,7,0.179817578,0.000000000,0.000000000,1.000000000,0,-20 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,13/03/2020,7,0,0,38.928341,33.93911,67.709953,1,1,7,0.179817578,0.000000000,0.000000000,1.000000000,0,-19 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,14/03/2020,11,0,0,38.928341,33.93911,67.709953,1,1,11,0.282570480,0.000000000,0.000000000,1.000000000,0,-18 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,15/03/2020,16,0,0,38.928341,33.93911,67.709953,1,1,16,0.411011607,0.000000000,0.000000000,1.000000000,0,-17 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,16/03/2020,21,0,1,38.928341,33.93911,67.709953,1,1,20,0.539452734,0.000000000,0.047619048,0.952380952,0,-16 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,17/03/2020,22,0,1,38.928341,33.93911,67.709953,1,1,21,0.565140960,0.000000000,0.045454545,0.954545455,0,-15 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,18/03/2020,22,0,1,38.928341,33.93911,67.709953,1,1,21,0.565140960,0.000000000,0.045454545,0.954545455,0,-14 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,19/03/2020,22,0,1,38.928341,33.93911,67.709953,1,1,21,0.565140960,0.000000000,0.045454545,0.954545455,0,-13 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,20/03/2020,24,0,1,38.928341,33.93911,67.709953,1,1,23,0.616517411,0.000000000,0.041666667,0.958333333,0,-12 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,21/03/2020,24,0,1,38.928341,33.93911,67.709953,1,1,23,0.616517411,0.000000000,0.041666667,0.958333333,0,-11 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,22/03/2020,40,1,1,38.928341,33.93911,67.709953,1,1,38,1.027529018,0.025000000,0.025000000,0.950000000,0,-10 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,23/03/2020,40,1,1,38.928341,33.93911,67.709953,1,1,38,1.027529018,0.025000000,0.025000000,0.950000000,0,-9 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,24/03/2020,74,1,1,38.928341,33.93911,67.709953,1,1,72,1.900928683,0.013513514,0.013513514,0.972972973,0,-8 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,25/03/2020,84,2,2,38.928341,33.93911,67.709953,1,1,80,2.157810938,0.023809524,0.023809524,0.952380952,0,-7 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,26/03/2020,94,4,2,38.928341,33.93911,67.709953,1,1,88,2.414693192,0.042553191,0.021276596,0.936170213,0,-6 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,27/03/2020,110,4,2,38.928341,33.93911,67.709953,1,1,104,2.825704799,0.036363636,0.018181818,0.945454545,0,-5 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,28/03/2020,110,4,2,38.928341,33.93911,67.709953,1,1,104,2.825704799,0.036363636,0.018181818,0.945454545,0,-4 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,29/03/2020,120,4,2,38.928341,33.93911,67.709953,1,1,114,3.082587054,0.033333333,0.016666667,0.950000000,0,-3 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,30/03/2020,170,4,2,38.928341,33.93911,67.709953,1,1,164,4.366998326,0.023529412,0.011764706,0.964705882,0,-2 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,31/03/2020,174,4,5,38.928341,33.93911,67.709953,1,1,165,4.469751228,0.022988506,0.028735632,0.948275862,0,-1 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,01/04/2020,237,4,5,38.928341,33.93911,67.709953,1,1,228,6.088109432,0.016877637,0.021097046,0.962025316,1,0 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,02/04/2020,273,6,10,38.928341,33.93911,67.709953,1,1,257,7.012885548,0.021978022,0.036630037,0.941391941,1,1 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,03/04/2020,281,6,10,38.928341,33.93911,67.709953,1,1,265,7.218391351,0.021352313,0.035587189,0.943060498,1,2 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,04/04/2020,299,7,10,38.928341,33.93911,67.709953,1,1,282,7.680779410,0.023411371,0.033444816,0.943143813,1,3 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,05/04/2020,349,7,15,38.928341,33.93911,67.709953,1,1,327,8.965190682,0.020057307,0.042979943,0.936962751,1,4 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,06/04/2020,367,11,18,38.928341,33.93911,67.709953,1,1,338,9.427578740,0.029972752,0.049046322,0.920980926,1,5 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,07/04/2020,423,14,18,38.928341,33.93911,67.709953,1,1,391,10.866119365,0.033096927,0.042553191,0.924349882,1,6 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,08/04/2020,444,14,29,38.928341,33.93911,67.709953,1,1,401,11.405572100,0.031531532,0.065315315,0.903153153,1,7 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,09/04/2020,484,15,32,38.928341,33.93911,67.709953,1,1,437,12.433101118,0.030991736,0.066115702,0.902892562,1,8 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,10/04/2020,521,15,32,38.928341,33.93911,67.709953,1,1,474,13.383565459,0.028790787,0.061420345,0.909788868,1,9 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,11/04/2020,555,18,32,38.928341,33.93911,67.709953,1,1,505,14.256965125,0.032432432,0.057657658,0.909909910,1,10 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,12/04/2020,607,18,32,38.928341,33.93911,67.709953,1,1,557,15.592752848,0.029654036,0.052718287,0.917627677,1,11 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,13/04/2020,665,21,32,38.928341,33.93911,67.709953,1,1,612,17.082669924,0.031578947,0.048120301,0.920300752,1,12 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,14/04/2020,714,23,40,38.928341,33.93911,67.709953,1,1,651,18.341392971,0.032212885,0.056022409,0.911764706,1,13 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,15/04/2020,784,25,43,38.928341,33.93911,67.709953,1,1,716,20.139568753,0.031887755,0.054846939,0.913265306,1,14 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,16/04/2020,840,30,54,38.928341,33.93911,67.709953,1,1,756,21.578109378,0.035714286,0.064285714,0.900000000,1,15 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,17/04/2020,906,30,99,38.928341,33.93911,67.709953,1,1,777,23.273532258,0.033112583,0.109271523,0.857615894,1,16 
Europe,Southern Europe,Albania,,Albania,09/03/2020,2,0,0,2.877800,41.1533,20.1683,1,1,2,0.694975328,0.000000000,0.000000000,1.000000000,0,-3 
Europe,Southern Europe,Albania,,Albania,10/03/2020,10,0,0,2.877800,41.1533,20.1683,1,1,10,3.474876642,0.000000000,0.000000000,1.000000000,0,-2 
Europe,Southern Europe,Albania,,Albania,11/03/2020,12,1,0,2.877800,41.1533,20.1683,1,1,11,4.169851970,0.083333333,0.000000000,0.916666667,0,-1 
Europe,Southern Europe,Albania,,Albania,12/03/2020,23,1,0,2.877800,41.1533,20.1683,1,1,22,7.992216276,0.043478261,0.000000000,0.956521739,1,0 
Europe,Southern Europe,Albania,,Albania,13/03/2020,33,1,0,2.877800,41.1533,20.1683,1,1,32,11.467092918,0.030303030,0.000000000,0.969696970,1,1 
Europe,Southern Europe,Albania,,Albania,14/03/2020,38,1,0,2.877800,41.1533,20.1683,1,1,37,13.204531239,0.026315789,0.000000000,0.973684211,1,2 
Europe,Southern Europe,Albania,,Albania,15/03/2020,42,1,0,2.877800,41.1533,20.1683,1,1,41,14.594481896,0.023809524,0.000000000,0.976190476,1,3 
Europe,Southern Europe,Albania,,Albania,16/03/2020,51,1,0,2.877800,41.1533,20.1683,1,1,50,17.721870874,0.019607843,0.000000000,0.980392157,1,4 
Europe,Southern Europe,Albania,,Albania,17/03/2020,55,1,0,2.877800,41.1533,20.1683,1,1,54,19.111821530,0.018181818,0.000000000,0.981818182,1,5 
Europe,Southern Europe,Albania,,Albania,18/03/2020,59,2,0,2.877800,41.1533,20.1683,1,1,57,20.501772187,0.033898305,0.000000000,0.966101695,1,6 
Europe,Southern Europe,Albania,,Albania,19/03/2020,64,2,0,2.877800,41.1533,20.1683,1,1,62,22.239210508,0.031250000,0.000000000,0.968750000,1,7 
Europe,Southern Europe,Albania,,Albania,20/03/2020,70,2,0,2.877800,41.1533,20.1683,1,1,68,24.324136493,0.028571429,0.000000000,0.971428571,1,8 
Europe,Southern Europe,Albania,,Albania,21/03/2020,76,2,2,2.877800,41.1533,20.1683,1,1,72,26.409062478,0.026315789,0.026315789,0.947368421,1,9 
Europe,Southern Europe,Albania,,Albania,22/03/2020,89,2,2,2.877800,41.1533,20.1683,1,1,85,30.926402113,0.022471910,0.022471910,0.955056180,1,10 
Europe,Southern Europe,Albania,,Albania,23/03/2020,104,4,2,2.877800,41.1533,20.1683,1,1,98,36.138717076,0.038461538,0.019230769,0.942307692,1,11 
Europe,Southern Europe,Albania,,Albania,24/03/2020,123,5,10,2.877800,41.1533,20.1683,1,1,108,42.740982695,0.040650407,0.081300813,0.878048780,1,12 
Europe,Southern Europe,Albania,,Albania,25/03/2020,146,5,17,2.877800,41.1533,20.1683,1,1,124,50.733198971,0.034246575,0.116438356,0.849315068,1,13 
Europe,Southern Europe,Albania,,Albania,26/03/2020,174,6,17,2.877800,41.1533,20.1683,1,1,151,60.462853569,0.034482759,0.097701149,0.867816092,1,14 
Europe,Southern Europe,Albania,,Albania,27/03/2020,186,8,31,2.877800,41.1533,20.1683,1,1,147,64.632705539,0.043010753,0.166666667,0.790322581,1,15 
Europe,Southern Europe,Albania,,Albania,28/03/2020,197,10,31,2.877800,41.1533,20.1683,1,1,156,68.455069845,0.050761421,0.157360406,0.791878173,1,16 
Europe,Southern Europe,Albania,,Albania,29/03/2020,212,10,33,2.877800,41.1533,20.1683,1,1,169,73.667384808,0.047169811,0.155660377,0.797169811,1,17 
Europe,Southern Europe,Albania,,Albania,30/03/2020,223,11,44,2.877800,41.1533,20.1683,1,1,168,77.489749114,0.049327354,0.197309417,0.753363229,1,18 
Europe,Southern Europe,Albania,,Albania,31/03/2020,243,15,52,2.877800,41.1533,20.1683,1,1,176,84.439502398,0.061728395,0.213991770,0.724279835,1,19 
Europe,Southern Europe,Albania,,Albania,01/04/2020,259,15,67,2.877800,41.1533,20.1683,1,1,177,89.999305025,0.057915058,0.258687259,0.683397683,1,20 
Europe,Southern Europe,Albania,,Albania,02/04/2020,277,16,76,2.877800,41.1533,20.1683,1,1,185,96.254082980,0.057761733,0.274368231,0.667870036,1,21 
Europe,Southern Europe,Albania,,Albania,03/04/2020,304,17,89,2.877800,41.1533,20.1683,1,1,198,105.636249913,0.055921053,0.292763158,0.651315789,1,22 
Europe,Southern Europe,Albania,,Albania,04/04/2020,333,20,99,2.877800,41.1533,20.1683,1,1,214,115.713392175,0.060060060,0.297297297,0.642642643,1,23 
Europe,Southern Europe,Albania,,Albania,05/04/2020,361,20,104,2.877800,41.1533,20.1683,1,1,237,125.443046772,0.055401662,0.288088643,0.656509695,1,24 
Europe,Southern Europe,Albania,,Albania,06/04/2020,377,21,116,2.877800,41.1533,20.1683,1,1,240,131.002849399,0.055702918,0.307692308,0.636604775,1,25 
Europe,Southern Europe,Albania,,Albania,07/04/2020,383,22,131,2.877800,41.1533,20.1683,1,1,230,133.087775384,0.057441253,0.342036554,0.600522193,1,26 
Europe,Southern Europe,Albania,,Albania,08/04/2020,400,22,154,2.877800,41.1533,20.1683,1,1,224,138.995065675,0.055000000,0.385000000,0.560000000,1,27 
Europe,Southern Europe,Albania,,Albania,09/04/2020,409,23,165,2.877800,41.1533,20.1683,1,1,221,142.122454653,0.056234719,0.403422983,0.540342298,1,28 
Europe,Southern Europe,Albania,,Albania,10/04/2020,416,23,182,2.877800,41.1533,20.1683,1,1,211,144.554868302,0.055288462,0.437500000,0.507211538,1,29 
Europe,Southern Europe,Albania,,Albania,11/04/2020,433,23,197,2.877800,41.1533,20.1683,1,1,213,150.462158593,0.053117783,0.454965358,0.491916859,1,30 
Europe,Southern Europe,Albania,,Albania,12/04/2020,446,23,217,2.877800,41.1533,20.1683,1,1,206,154.979498228,0.051569507,0.486547085,0.461883408,1,31 
Europe,Southern Europe,Albania,,Albania,13/04/2020,467,23,232,2.877800,41.1533,20.1683,1,1,212,162.276739176,0.049250535,0.496788009,0.453961456,1,32 
Europe,Southern Europe,Albania,,Albania,14/04/2020,475,24,248,2.877800,41.1533,20.1683,1,1,203,165.056640489,0.050526316,0.522105263,0.427368421,1,33 
Europe,Southern Europe,Albania,,Albania,15/04/2020,494,25,251,2.877800,41.1533,20.1683,1,1,218,171.658906109,0.050607287,0.508097166,0.441295547,1,34 
Europe,Southern Europe,Albania,,Albania,16/04/2020,518,26,277,2.877800,41.1533,20.1683,1,1,215,179.998610049,0.050193050,0.534749035,0.415057915,1,35 
Europe,Southern Europe,Albania,,Albania,17/04/2020,539,26,283,2.877800,41.1533,20.1683,1,1,230,187.295850997,0.048237477,0.525046382,0.426716141,1,36 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,25/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0.000000000,0.000000000,1.000000000,0,-27 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,26/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0.000000000,0.000000000,1.000000000,0,-26 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,27/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0.000000000,0.000000000,1.000000000,0,-25 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,28/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0.000000000,0.000000000,1.000000000,0,-24 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,29/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0.000000000,0.000000000,1.000000000,0,-23 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,01/03/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0.000000000,0.000000000,1.000000000,0,-22 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,02/03/2020,3,0,0,43.851043,28.0339,1.6596,1,1,3,0.068413424,0.000000000,0.000000000,1.000000000,0,-21 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,03/03/2020,5,0,0,43.851043,28.0339,1.6596,1,1,5,0.114022373,0.000000000,0.000000000,1.000000000,0,-20 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,04/03/2020,12,0,0,43.851043,28.0339,1.6596,1,1,12,0.273653696,0.000000000,0.000000000,1.000000000,0,-19 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,05/03/2020,12,0,0,43.851043,28.0339,1.6596,1,1,12,0.273653696,0.000000000,0.000000000,1.000000000,0,-18 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,06/03/2020,17,0,0,43.851043,28.0339,1.6596,1,1,17,0.387676070,0.000000000,0.000000000,1.000000000,0,-17 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,07/03/2020,17,0,0,43.851043,28.0339,1.6596,1,1,17,0.387676070,0.000000000,0.000000000,1.000000000,0,-16 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,08/03/2020,19,0,0,43.851043,28.0339,1.6596,1,1,19,0.433285019,0.000000000,0.000000000,1.000000000,0,-15 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,09/03/2020,20,0,0,43.851043,28.0339,1.6596,1,1,20,0.456089494,0.000000000,0.000000000,1.000000000,0,-14 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,10/03/2020,20,0,0,43.851043,28.0339,1.6596,1,1,20,0.456089494,0.000000000,0.000000000,1.000000000,0,-13 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,11/03/2020,20,0,0,43.851043,28.0339,1.6596,1,1,20,0.456089494,0.000000000,0.000000000,1.000000000,0,-12 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,12/03/2020,24,1,8,43.851043,28.0339,1.6596,1,1,15,0.547307392,0.041666667,0.333333333,0.625000000,0,-11 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,13/03/2020,26,2,8,43.851043,28.0339,1.6596,1,1,16,0.592916342,0.076923077,0.307692308,0.615384615,0,-10 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,14/03/2020,37,3,12,43.851043,28.0339,1.6596,1,1,22,0.843765563,0.081081081,0.324324324,0.594594595,0,-9 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,15/03/2020,48,4,12,43.851043,28.0339,1.6596,1,1,32,1.094614785,0.083333333,0.250000000,0.666666667,0,-8 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,16/03/2020,54,4,12,43.851043,28.0339,1.6596,1,1,38,1.231441633,0.074074074,0.222222222,0.703703704,0,-7 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,17/03/2020,60,4,12,43.851043,28.0339,1.6596,1,1,44,1.368268481,0.066666667,0.200000000,0.733333333,0,-6 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,18/03/2020,74,7,12,43.851043,28.0339,1.6596,1,1,55,1.687531127,0.094594595,0.162162162,0.743243243,0,-5 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,19/03/2020,87,9,32,43.851043,28.0339,1.6596,1,1,46,1.983989298,0.103448276,0.367816092,0.528735632,0,-4 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,20/03/2020,90,11,32,43.851043,28.0339,1.6596,1,1,47,2.052402722,0.122222222,0.355555556,0.522222222,0,-3 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,21/03/2020,139,15,32,43.851043,28.0339,1.6596,1,1,92,3.169821981,0.107913669,0.230215827,0.661870504,0,-2 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,22/03/2020,201,17,65,43.851043,28.0339,1.6596,1,1,119,4.583699412,0.084577114,0.323383085,0.592039801,0,-1 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,23/03/2020,230,17,65,43.851043,28.0339,1.6596,1,1,148,5.245029178,0.073913043,0.282608696,0.643478261,1,0 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,24/03/2020,264,19,24,43.851043,28.0339,1.6596,1,1,221,6.020381317,0.071969697,0.090909091,0.837121212,1,1 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,25/03/2020,302,21,65,43.851043,28.0339,1.6596,1,1,216,6.886951355,0.069536424,0.215231788,0.715231788,1,2 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,26/03/2020,367,25,29,43.851043,28.0339,1.6596,1,1,313,8.369242209,0.068119891,0.079019074,0.852861035,1,3 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,27/03/2020,409,26,29,43.851043,28.0339,1.6596,1,1,354,9.327030146,0.063569682,0.070904645,0.865525672,1,4 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,28/03/2020,454,29,31,43.851043,28.0339,1.6596,1,1,394,10.353231507,0.063876652,0.068281938,0.867841410,1,5 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,29/03/2020,511,31,31,43.851043,28.0339,1.6596,1,1,449,11.653086564,0.060665362,0.060665362,0.878669276,1,6 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,30/03/2020,584,35,37,43.851043,28.0339,1.6596,1,1,512,13.317813216,0.059931507,0.063356164,0.876712329,1,7 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,31/03/2020,716,44,46,43.851043,28.0339,1.6596,1,1,626,16.328003874,0.061452514,0.064245810,0.874301676,1,8 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,01/04/2020,847,58,61,43.851043,28.0339,1.6596,1,1,728,19.315390058,0.068476978,0.072018890,0.859504132,1,9 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,02/04/2020,986,86,61,43.851043,28.0339,1.6596,1,1,839,22.485212039,0.087221095,0.061866126,0.850912779,1,10 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,03/04/2020,1171,105,62,43.851043,28.0339,1.6596,1,1,1004,26.704039856,0.089666951,0.052946200,0.857386849,1,11 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,04/04/2020,1251,130,90,43.851043,28.0339,1.6596,1,1,1031,28.528397831,0.103916867,0.071942446,0.824140687,1,12 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,05/04/2020,1320,152,90,43.851043,28.0339,1.6596,1,1,1078,30.101906584,0.115151515,0.068181818,0.816666667,1,13 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,06/04/2020,1423,173,90,43.851043,28.0339,1.6596,1,1,1160,32.450767477,0.121574139,0.063246662,0.815179199,1,14 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,07/04/2020,1468,193,113,43.851043,28.0339,1.6596,1,1,1162,33.476968837,0.131471390,0.076975477,0.791553134,1,15 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,08/04/2020,1572,205,237,43.851043,28.0339,1.6596,1,1,1130,35.848634205,0.130407125,0.150763359,0.718829517,1,16 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,09/04/2020,1666,235,347,43.851043,28.0339,1.6596,1,1,1084,37.992254825,0.141056423,0.208283313,0.650660264,1,17 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,10/04/2020,1761,256,405,43.851043,28.0339,1.6596,1,1,1100,40.158679920,0.145371948,0.229982964,0.624645088,1,18 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,11/04/2020,1825,275,460,43.851043,28.0339,1.6596,1,1,1090,41.618166300,0.150684932,0.252054795,0.597260274,1,19 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,12/04/2020,1914,293,591,43.851043,28.0339,1.6596,1,1,1030,43.647764547,0.153082550,0.308777429,0.538140021,1,20 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,13/04/2020,1983,313,601,43.851043,28.0339,1.6596,1,1,1069,45.221273300,0.157841654,0.303076147,0.539082199,1,21 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,14/04/2020,2070,326,691,43.851043,28.0339,1.6596,1,1,1053,47.205262598,0.157487923,0.333816425,0.508695652,1,22 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,15/04/2020,2160,336,708,43.851043,28.0339,1.6596,1,1,1116,49.257665319,0.155555556,0.327777778,0.516666667,1,23 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,16/04/2020,2268,348,783,43.851043,28.0339,1.6596,1,1,1137,51.720548585,0.153439153,0.345238095,0.501322751,1,24 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,17/04/2020,2418,364,846,43.851043,28.0339,1.6596,1,1,1208,55.141219788,0.150537634,0.349875931,0.499586435,1,25 
Oceania,Polynesia,American Samoa,,American Samoa,22/03/2020,0,0,0,0.055197,-14.271,-170.132,1,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,-99 
Oceania,Polynesia,American Samoa,,American Samoa,23/03/2020,0,0,0,0.055197,-14.271,-170.132,1,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,-99 
Oceania,Polynesia,American Samoa,,American Samoa,24/03/2020,0,0,0,0.055197,-14.271,-170.132,1,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,-99 
Oceania,Polynesia,American Samoa,,American Samoa,25/03/2020,0,0,0,0.055197,-14.271,-170.132,1,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,-99 
